1	803
2	195
3	159
4	206
5	378
6	772
7	894
8	335
9	585
10	647
11	302
12	955
13	227
14	625
15	497
16	958
17	234
18	717
19	347
20	745
21	417
22	575
23	724
24	680
25	223
26	965
27	412
28	236
29	362
30	669
31	223
32	101
33	905
34	888
35	922
36	125
37	986
38	244
39	213
40	633
41	191
42	298
43	584
44	132
45	265
46	249
47	827
48	928
49	578
50	166
51	825
52	202
53	739
54	117
55	120
56	637
57	423
58	148
59	408
60	488
61	826
62	461
63	755
64	554
65	380
66	994
67	188
68	543
69	553
70	580
71	786
72	111
73	376
74	527
75	406
76	145
77	312
78	691
79	974
80	631
81	477
82	852
83	101
84	834
85	270
86	146
87	119
88	458
89	365
90	605
91	402
92	221
93	214
94	174
95	493
96	708
97	440
98	275
99	145
100	204
101	704
102	167
103	707
104	130
105	612
106	251
107	386
108	918
109	363
110	111
111	341
112	960
113	243
114	277
115	450
116	176
117	533
118	414
119	421
120	198
121	260
122	215
123	715
124	396
125	870
126	488
127	242
128	362
129	549
130	452
131	612
132	922
133	253
134	393
135	235
136	182
137	395
138	501
139	316
140	669
141	542
142	143
143	156
144	641
145	935
146	880
147	433
148	266
149	112
150	533
151	937
152	787
153	731
154	972
155	526
156	271
157	321
158	539
159	817
160	258
161	996
162	196
163	226
164	378
165	617
166	999
167	863
168	502
169	304
170	149
171	623
172	245
173	493
174	183
175	127
176	483
177	294
178	185
179	237
180	114
181	618
182	390
183	515
184	904
185	830
186	756
187	804
188	498
189	229
190	857
191	259
192	592
193	287
194	229
195	539
196	455
197	654
198	154
199	111
200	418
201	574
202	841
203	453
204	483
205	793
206	891
207	713
208	654
209	600
210	974
211	938
212	990
213	292
214	784
215	405
216	390
217	776
218	646
219	251
220	145
221	275
222	240
223	273
224	653
225	873
226	562
227	451
228	493
229	719
230	149
231	950
232	517
233	797
234	464
235	481
236	695
237	100
238	721
239	227
240	884
241	557
242	977
243	397
244	246
245	428
246	686
247	733
248	280
249	418
250	737
251	474
252	247
253	360
254	942
255	287
256	492
257	687
258	653
259	761
260	663
261	656
262	732
263	741
264	544
265	754
266	338
267	548
268	981
269	618
270	783
271	261
272	888
273	898
274	801
275	172
276	652
277	322
278	128
279	811
280	357
281	630
282	701
283	586
284	376
285	338
286	593
287	742
288	104
289	222
290	694
291	847
292	177
293	707
294	748
295	206
296	218
297	563
298	930
299	216
300	262
301	290
302	917
303	537
304	121
305	323
306	373
307	961
308	166
309	544
310	613
311	571
312	541
313	418
314	559
315	122
316	842
317	872
318	546
319	309
320	645
321	822
322	415
323	970
324	214
325	847
326	919
327	924
328	283
329	157
330	493
331	457
332	839
333	517
334	503
335	279
336	451
337	652
338	112
339	968
340	828
341	141
342	355
343	418
344	687
345	566
346	791
347	393
348	611
349	911
350	941
351	520
352	471
353	505
354	822
355	299
356	775
357	348
358	541
359	346
360	171
361	785
362	236
363	164
364	585
365	598
366	389
367	719
368	962
369	513
370	526
371	795
372	772
373	358
374	542
375	413
376	629
377	298
378	854
379	655
380	862
381	797
382	499
383	736
384	402
385	811
386	755
387	571
388	465
389	265
390	713
391	545
392	399
393	442
394	708
395	981
396	649
397	501
398	550
399	620
400	180
401	947
402	232
403	455
404	871
405	487
406	119
407	580
408	427
409	467
410	644
411	807
412	651
413	196
414	145
415	533
416	209
417	366
418	872
419	964
420	994
421	746
422	581
423	981
424	695
425	318
426	218
427	665
428	795
429	254
430	669
431	124
432	326
433	442
434	506
435	216
436	805
437	241
438	702
439	538
440	857
441	670
442	368
443	712
444	915
445	751
446	545
447	515
448	729
449	386
450	658
451	401
452	206
453	370
454	117
455	495
456	134
457	678
458	673
459	174
460	364
461	461
462	941
463	332
464	988
465	995
466	150
467	768
468	749
469	555
470	918
471	257
472	514
473	188
474	650
475	646
476	593
477	865
478	779
479	652
480	803
481	491
482	158
483	985
484	638
485	208
486	415
487	432
488	214
489	561
490	146
491	171
492	354
493	347
494	402
495	400
496	227
497	888
498	493
499	911
500	593
501	106
502	862
503	142
504	347
505	951
506	159
507	172
508	172
509	603
510	832
511	646
512	741
513	155
514	139
515	842
516	294
517	907
518	621
519	781
520	949
521	407
522	962
523	465
524	337
525	527
526	891
527	269
528	398
529	304
530	710
531	871
532	284
533	167
534	490
535	435
536	315
537	825
538	656
539	832
540	967
541	524
542	714
543	514
544	610
545	376
