1	631
2	671
3	816
4	817
5	699
6	602
7	377
8	534
9	683
10	616
11	594
12	811
13	582
14	697
15	880
16	705
17	287
18	966
19	865
20	683
21	228
22	962
23	409
24	819
25	320
26	863
27	184
28	711
29	338
30	972
31	835
32	912
33	363
34	153
35	395
36	545
37	768
38	343
39	738
40	379
41	343
42	329
43	487
44	739
45	211
46	439
47	774
48	494
49	513
50	150
51	698
52	215
53	369
54	584
55	297
56	239
57	918
58	940
59	960
60	654
61	593
62	266
63	900
64	144
65	786
66	768
67	490
68	247
69	621
70	193
71	437
72	286
73	328
74	177
75	163
76	858
77	538
78	628
79	838
80	402
81	444
82	912
83	521
84	658
85	746
86	207
87	214
88	408
89	581
90	947
91	215
92	359
93	504
94	436
95	231
96	740
97	567
98	135
99	778
100	942
101	998
102	603
103	595
104	344
105	834
106	417
107	470
108	754
109	230
110	453
111	372
112	291
113	109
114	969
115	654
116	936
117	539
118	321
119	937
120	495
121	701
122	567
123	685
124	488
125	308
126	324
127	132
128	653
129	264
130	806
131	723
132	288
133	110
134	434
135	774
136	542
137	377
138	406
139	611
140	533
141	686
142	804
143	134
144	435
145	474
146	771
147	265
148	558
149	981
150	122
151	189
152	827
153	743
154	910
155	973
156	342
157	161
158	795
159	321
160	882
161	938
162	526
163	905
164	531
165	601
166	303
167	995
168	640
169	299
170	619
171	874
172	718
173	910
174	474
175	366
176	542
177	373
178	179
179	604
180	468
181	725
182	964
183	182
184	170
185	166
186	353
187	189
188	569
189	512
190	146
191	680
192	108
193	279
194	720
195	961
196	461
197	537
198	747
199	397
200	261
201	515
202	396
203	185
204	568
205	700
206	675
207	856
208	803
209	846
210	761
211	365
212	527
213	450
214	138
215	976
216	432
217	579
218	490
219	121
220	700
221	913
222	543
223	521
224	349
225	671
226	806
227	462
228	207
229	813
230	613
231	609
232	105
233	875
234	405
235	188
236	222
237	470
238	788
239	317
240	465
241	715
242	219
243	271
244	809
245	481
246	177
247	367
248	793
249	919
250	614
251	420
252	502
253	848
254	275
255	785
256	255
257	372
258	833
259	911
260	848
261	196
262	174
263	351
264	696
265	953
266	842
267	548
268	373
269	387
270	635
271	494
272	230
273	477
274	541
275	685
276	433
277	439
278	382
279	306
280	160
281	954
282	527
283	322
284	665
285	789
286	645
287	158
288	312
289	225
290	743
291	764
292	653
293	482
294	873
295	161
296	445
297	965
298	748
299	781
300	360
301	649
302	275
303	601
304	378
305	130
306	172
307	341
308	210
309	917
310	274
311	931
312	748
313	506
314	868
315	587
316	110
317	778
318	475
319	416
320	182
321	691
322	762
323	576
324	545
325	185
326	782
327	145
328	245
329	205
330	249
331	508
332	991
333	167
334	927
335	970
336	916
337	812
338	816
339	711
340	122
341	879
342	578
343	236
344	182
345	708
346	972
347	266
348	718
349	129
350	741
351	297
352	759
353	908
354	206
355	279
356	792
357	149
358	199
359	654
360	187
361	214
362	331
363	833
364	387
365	891
366	716
367	642
368	151
369	379
370	964
371	685
372	624
373	682
374	817
375	253
376	930
377	982
378	546
379	892
380	591
381	962
382	436
383	393
384	163
385	672
386	124
387	275
388	617
389	383
390	261
391	483
392	103
393	967
394	130
395	547
396	853
397	649
398	545
399	565
400	691
401	898
402	440
403	482
404	569
405	828
406	751
407	871
408	155
409	735
410	684
411	998
412	136
413	256
414	749
415	170
416	744
417	850
418	759
419	961
420	740
421	724
422	885
423	699
424	334
425	891
426	751
427	659
428	672
429	618
430	293
431	734
432	363
433	168
434	676
435	390
436	762
437	936
438	222
439	172
440	497
441	395
442	590
443	755
444	268
445	131
446	477
447	614
448	122
449	411
450	134
451	676
452	745
453	825
454	732
455	589
456	920
457	698
458	313
459	148
460	528
461	412
462	637
463	246
464	468
465	568
466	715
467	617
468	534
469	745
470	134
471	394
472	376
473	856
474	840
475	545
476	850
477	354
478	663
479	800
480	445
481	884
482	969
483	173
484	261
485	364
486	102
487	140
488	118
489	261
490	918
491	941
492	249
493	608
494	596
495	277
496	751
497	125
498	636
499	487
500	845
501	435
502	960
503	622
504	723
505	461
506	559
507	644
508	244
509	969
510	449
511	988
512	779
513	246
514	713
515	121
516	386
517	385
518	445
519	936
520	346
521	194
522	542
523	522
524	278
525	982
526	708
527	996
528	898
529	913
530	702
531	542
532	412
533	274
534	564
535	498
536	235
537	301
538	231
539	246
540	498
541	651
542	364
543	538
544	514
545	524
546	710
547	621
548	818
549	354
550	507
551	987
552	850
553	970
554	459
555	954
556	669
557	778
558	122
559	495
560	465
561	575
562	734
563	381
564	158
565	501
566	362
567	559
568	753
569	745
570	229
571	301
572	153
573	690
574	435
575	560
576	305
577	335
578	286
579	959
580	824
581	852
582	789
583	576
584	494
585	466
586	280
587	139
588	309
589	107
590	223
591	243
592	820
593	266
594	615
595	319
596	689
597	515
598	892
599	106
600	269
601	888
602	470
603	281
604	775
605	194
606	317
607	480
608	529
609	242
610	963
611	476
612	428
613	182
614	144
615	240
616	779
617	719
618	424
619	393
620	859
621	656
622	380
623	873
624	122
625	225
626	114
627	573
628	899
629	108
630	322
631	685
632	554
633	935
634	299
635	573
636	215
637	518
638	558
639	238
640	875
641	235
642	991
643	568
644	922
645	207
646	688
647	766
648	984
649	523
650	313
651	153
652	129
653	340
654	213
655	886
656	215
657	973
658	733
659	673
660	393
661	907
662	379
663	806
664	613
665	297
666	393
667	595
668	489
669	925
670	479
671	905
672	152
673	145
674	920
675	607
676	211
677	716
678	346
679	719
680	737
681	840
682	387
683	304
684	969
685	763
686	296
687	982
688	257
689	234
690	586
691	896
692	340
693	855
694	799
695	779
696	268
697	423
698	394
699	737
700	588
701	761
702	783
703	126
704	824
705	275
706	377
707	389
708	973
709	303
710	910
711	496
712	102
713	544
714	754
715	834
716	594
717	515
718	374
719	522
720	463
721	879
722	296
723	324
724	948
725	605
726	308
727	577
728	356
729	651
730	363
731	930
732	312
733	964
734	995
735	395
736	277
737	458
738	488
739	106
740	150
741	187
742	138
743	294
744	801
745	481
746	951
747	411
748	826
749	389
750	514
751	506
752	680
753	199
754	123
755	536
756	971
757	246
758	521
759	625
760	467
761	584
762	666
763	333
764	724
765	393
766	717
767	446
768	296
769	241
770	209
771	548
772	261
773	142
774	265
775	118
776	451
777	562
778	844
779	691
780	567
781	724
782	672
783	479
784	989
785	100
786	911
787	510
788	128
789	756
790	178
791	116
792	491
793	894
794	274
795	853
796	336
797	484
798	211
799	371
800	584
801	196
802	993
803	819
804	240
805	964
806	543
807	907
808	539
809	678
810	845
811	942
812	192
813	774
814	497
815	169
816	723
817	427
818	767
819	765
820	861
821	270
822	388
823	943
824	604
825	751
826	700
827	986
828	516
829	230
830	314
831	670
832	596
833	750
834	873
835	791
836	903
837	854
838	812
839	477
840	204
841	938
842	557
843	104
844	770
845	998
846	246
847	439
848	421
849	606
850	957
851	518
852	408
853	482
854	214
855	168
856	570
857	870
858	251
859	681
860	323
861	389
862	768
863	615
864	697
865	347
866	480
867	171
868	738
869	131
870	782
871	506
872	166
873	335
874	338
875	862
876	810
877	182
878	135
879	869
880	399
881	617
882	333
883	468
884	207
885	673
886	574
887	709
888	170
889	495
890	213
891	137
892	559
893	710
894	581
895	448
896	851
897	129
898	276
899	506
900	914
901	772
902	460
903	232
904	558
905	138
906	401
907	453
908	433
909	881
910	811
911	267
912	445
913	393
914	783
915	411
916	219
917	953
918	268
919	652
920	757
921	898
922	456
923	612
924	859
925	993
926	411
927	199
928	431
929	747
930	719
931	196
932	624
933	769
934	779
935	274
936	799
937	304
938	130
939	596
940	364
941	684
942	445
943	999
944	651
945	336
946	309
947	670
948	686
949	343
950	332
951	792
952	740
953	105
954	663
955	972
956	595
957	568
958	676
959	533
960	955
961	292
962	851
963	554
964	749
965	418
966	873
967	390
968	586
969	618
970	324
971	542
972	254
973	812
974	161
975	944
976	652
977	267
978	719
979	158
980	501
981	468
982	518
983	693
984	282
985	452
986	889
987	753
988	910
989	699
990	788
991	217
992	947
993	559
994	707
995	365
996	546
997	730
998	962
999	149
1000	207
