1	19	61
2	72	24
3	14	50
4	19	90
5	36	12
6	73	2
7	60	85
8	98	84
9	42	19
10	42	11
11	52	83
12	88	24
13	78	2
14	89	34
15	40	8
16	96	59
17	69	97
18	59	21
19	17	93
20	82	9
21	27	38
22	89	51
23	83	77
24	75	65
25	34	4
26	3	74
27	89	56
28	7	30
29	53	48
30	84	68
31	97	44
32	39	50
33	13	76
34	93	57
35	48	62
36	48	1
37	79	32
38	32	92
39	28	2
40	92	37
41	97	23
42	66	99
43	56	17
44	80	17
45	69	76
46	51	18
47	58	35
48	0	56
49	10	22
50	39	14
51	83	25
52	95	78
53	80	39
54	45	18
55	80	34
56	85	65
57	4	8
58	14	40
59	43	78
60	18	62
61	2	54
62	93	69
63	89	22
64	96	21
65	79	44
66	60	2
67	56	54
68	61	60
69	5	77
70	66	34
71	78	52
72	79	47
73	42	25
74	43	26
75	87	47
76	84	34
77	8	58
78	27	42
79	14	45
80	84	13
81	65	81
82	6	10
83	40	64
84	53	56
85	31	93
86	27	2
87	65	66
88	8	87
89	28	76
90	82	82
91	5	66
92	16	89
93	18	53
94	24	31
95	83	99
96	90	16
97	94	72
98	90	45
99	88	97
100	67	71
101	15	3
102	35	63
103	21	83
104	71	77
105	12	58
106	92	89
107	48	95
108	13	34
109	7	61
110	18	85
111	22	1
112	79	70
113	7	43
114	2	74
115	52	62
116	99	91
117	80	31
118	21	70
119	37	55
120	10	17
121	17	51
122	93	21
123	74	61
124	48	51
125	40	76
126	53	42
127	24	88
128	37	8
129	15	78
130	48	65
131	99	76
132	58	14
133	58	69
134	33	33
135	76	3
136	9	48
137	78	48
138	11	24
139	88	99
140	7	84
141	70	73
142	54	75
143	22	24
144	75	56
145	46	35
146	84	32
147	35	77
148	22	60
149	1	5
150	22	78
151	63	44
152	8	60
153	14	80
154	18	77
155	87	85
156	55	56
157	52	34
158	21	55
159	83	34
160	47	49
161	27	77
162	61	13
163	62	64
164	18	92
165	6	56
166	45	23
167	89	27
168	38	21
169	7	57
170	92	75
171	23	81
172	31	11
173	93	4
174	54	51
175	31	60
176	0	82
177	76	34
178	8	65
179	56	56
180	27	73
181	79	37
182	4	89
183	48	6
184	82	43
185	18	51
186	10	45
187	96	13
188	66	74
189	16	66
190	95	42
191	96	45
192	50	76
193	33	90
194	29	93
195	67	88
196	12	39
197	9	54
198	98	26
199	98	38
200	63	60
201	28	84
202	60	80
203	66	73
204	20	44
205	54	52
206	98	64
207	83	37
208	79	81
209	7	88
210	32	97
211	53	15
212	75	8
213	80	19
214	11	72
215	42	96
216	51	38
217	95	56
218	83	5
219	98	43
220	55	12
221	72	66
222	25	76
223	72	22
224	55	90
225	54	73
226	79	45
227	27	59
228	36	0
229	98	91
230	14	29
231	40	21
232	3	10
233	44	94
234	32	59
235	25	49
236	25	93
237	9	40
238	69	52
239	36	85
240	88	89
241	72	43
242	64	75
243	39	66
244	37	94
245	51	46
246	5	74
247	43	84
248	22	35
249	81	18
250	67	8
251	40	31
252	93	99
253	46	12
254	95	3
255	94	86
256	97	29
257	32	44
258	14	18
259	79	99
260	72	5
261	88	63
262	63	87
263	52	87
264	27	47
265	65	85
266	10	51
267	73	24
268	2	34
269	14	16
270	75	72
271	11	20
272	24	72
273	18	46
274	3	48
275	43	86
276	26	45
277	28	6
278	3	79
279	46	25
280	86	16
281	61	46
282	20	13
283	0	59
284	51	96
285	76	25
286	24	5
287	94	53
288	34	13
289	72	50
290	89	70
291	38	53
292	82	57
293	15	8
294	74	3
295	90	9
296	27	26
297	12	65
298	35	16
299	19	37
300	66	81
301	93	3
302	14	25
303	89	47
304	44	1
305	65	34
306	12	52
307	39	43
308	29	98
309	43	15
310	26	62
311	73	75
312	0	17
313	85	36
314	93	34
315	2	91
316	82	78
317	2	25
318	97	17
319	56	6
320	74	46
321	53	0
322	47	86
323	76	85
324	95	23
325	54	18
326	22	62
327	71	65
328	73	18
329	20	8
330	94	49
331	24	29
332	36	80
333	97	63
334	73	77
335	43	41
336	91	21
337	18	50
338	41	10
339	76	76
340	99	63
341	77	9
342	99	10
343	89	5
344	34	93
345	71	80
346	77	45
347	55	66
348	19	5
349	56	94
350	49	52
351	23	98
352	79	58
353	2	12
354	54	68
355	56	8
356	36	72
357	47	95
358	43	94
359	68	77
360	52	53
361	96	40
362	65	65
363	94	58
364	89	14
365	8	25
366	81	33
367	62	12
368	44	21
369	58	26
370	83	91
371	77	64
372	76	8
373	81	24
374	25	85
375	5	3
376	31	14
377	29	3
378	17	4
379	42	46
380	41	42
381	98	96
