1	34	11
2	11	26
3	15	3
4	69	20
5	67	61
6	69	97
7	87	90
8	94	94
9	74	23
10	40	20
11	18	33
12	2	72
13	82	92
14	49	15
15	13	74
16	93	98
17	94	87
18	36	23
19	11	59
20	80	57
21	17	69
22	1	95
23	83	48
24	16	93
25	52	18
26	20	38
27	44	47
28	46	10
29	44	33
30	42	79
31	39	12
32	98	91
33	0	91
34	34	64
35	78	14
36	93	74
37	15	92
38	28	98
39	19	69
40	24	98
41	70	77
42	67	94
43	32	58
44	60	13
45	97	94
46	86	83
47	92	94
48	50	5
49	18	34
50	45	4
51	73	20
52	47	72
53	3	91
54	19	85
55	58	36
56	72	73
57	8	95
58	16	68
59	82	94
60	93	26
61	82	24
62	47	53
63	57	9
64	84	19
65	62	11
66	5	58
67	69	65
68	81	79
69	91	81
70	17	20
71	36	31
72	79	86
73	29	96
74	58	82
75	61	3
76	99	59
77	33	92
78	59	49
79	32	41
80	46	26
81	40	27
82	52	98
83	38	72
84	27	59
85	80	91
86	10	83
87	18	64
88	3	56
89	79	34
90	5	66
91	49	10
92	89	70
93	57	11
94	71	61
95	51	62
96	30	39
97	24	59
98	45	83
99	62	15
100	22	64
101	14	54
102	46	31
103	95	23
104	24	4
105	80	46
106	10	1
107	12	67
108	52	87
109	10	30
110	41	45
111	40	32
112	36	35
113	22	8
114	62	68
115	51	89
116	50	18
117	59	73
118	97	52
119	43	65
120	26	57
121	89	34
122	56	35
123	36	95
124	83	92
125	92	6
126	67	95
127	72	38
128	69	83
129	60	81
130	61	85
131	30	88
132	30	54
133	75	82
134	96	35
135	48	81
136	30	71
137	80	95
138	17	77
139	90	47
140	67	69
141	9	24
142	41	39
143	23	31
144	60	69
145	13	16
146	58	69
147	66	49
148	41	22
149	73	85
150	60	26
151	72	14
152	25	38
153	62	81
154	71	68
155	71	54
156	22	56
157	97	31
158	33	52
159	98	16
160	58	40
161	76	11
162	39	87
163	7	82
164	11	88
165	53	48
166	23	23
167	38	53
168	82	9
169	85	44
170	60	46
171	75	56
172	64	5
173	60	75
174	13	15
175	75	37
176	92	23
177	61	71
178	61	54
179	66	1
180	30	10
181	63	96
182	8	8
183	23	17
184	36	81
185	56	17
186	23	3
187	9	32
188	41	98
189	79	93
190	12	13
191	75	72
192	43	4
193	55	72
194	16	33
195	62	99
196	79	95
197	7	44
198	3	83
199	33	93
200	44	56
201	87	99
202	58	61
203	46	69
204	7	29
205	74	4
206	40	25
207	63	57
208	88	80
209	22	23
210	24	3
211	28	80
212	99	43
213	83	41
214	57	80
215	83	59
216	31	51
217	11	51
218	82	97
219	98	65
220	6	57
221	97	18
222	2	57
223	27	91
224	29	98
225	4	27
226	91	32
227	21	27
228	7	57
229	0	87
230	70	15
231	33	34
232	3	36
233	13	55
234	81	41
235	29	26
236	0	73
237	50	67
238	17	74
239	7	65
240	87	23
241	74	22
242	72	22
243	3	87
244	46	89
245	75	40
246	4	33
247	74	16
248	72	69
249	54	43
250	79	21
251	93	30
252	0	57
253	23	80
254	71	43
255	54	72
256	99	80
257	78	89
258	75	11
259	69	82
260	56	68
261	54	71
262	74	90
263	93	1
264	58	20
265	13	21
266	37	75
267	19	72
268	73	78
269	96	3
270	71	93
271	42	26
272	74	92
273	25	15
274	66	43
275	65	5
276	6	51
277	37	64
278	60	63
279	31	89
280	1	52
281	12	6
282	77	44
283	31	16
284	42	69
285	36	15
286	90	20
287	92	90
288	27	4
289	63	33
290	13	82
291	58	96
292	76	29
293	63	1
294	41	89
295	33	4
296	63	68
297	75	89
298	87	77
299	53	8
300	97	60
301	99	65
302	84	84
303	91	43
304	66	12
305	96	72
306	40	51
307	23	70
308	21	37
309	81	2
310	88	53
311	7	18
312	64	14
313	33	94
314	48	89
315	47	45
316	62	47
317	44	82
318	99	21
319	58	27
320	20	86
321	92	85
322	36	37
323	34	5
324	57	42
325	14	2
326	48	0
327	2	47
328	90	21
329	91	55
330	47	80
331	12	2
332	13	41
333	2	12
334	42	3
335	81	53
336	19	17
337	90	51
338	18	55
339	12	4
340	19	29
341	43	74
342	86	20
343	41	38
344	35	10
345	5	51
346	84	53
347	85	2
348	5	59
349	85	91
350	26	85
351	21	35
352	96	76
353	34	4
354	20	81
355	60	77
356	67	86
357	57	31
358	53	89
359	24	64
360	76	19
361	23	12
362	91	82
363	86	48
364	42	81
365	57	88
366	93	86
367	10	36
368	36	45
369	27	20
370	4	49
371	9	50
372	25	73
373	64	24
374	65	13
375	32	39
376	42	63
377	28	75
378	74	86
379	40	3
380	18	7
381	17	88
382	16	87
383	53	37
384	22	66
385	78	0
386	62	35
387	37	90
388	48	27
389	12	64
390	21	74
391	19	83
392	99	55
393	33	83
394	74	98
395	68	41
396	7	51
397	98	87
398	43	98
399	56	11
400	58	72
401	51	52
402	99	68
403	14	71
404	78	95
405	1	83
406	18	38
407	6	12
408	57	78
409	50	1
410	33	71
411	80	50
412	61	7
413	97	22
414	90	32
415	54	97
416	56	10
417	51	63
418	5	40
419	74	83
420	93	21
421	38	65
422	9	80
423	76	79
424	17	32
425	11	43
426	47	54
427	19	99
428	71	74
429	50	87
430	66	52
431	91	4
432	73	4
433	98	21
434	54	87
435	44	96
436	83	35
437	60	57
438	59	48
439	77	62
440	79	99
441	50	40
442	51	31
443	89	42
444	46	57
445	67	82
446	7	16
447	12	58
448	94	79
449	84	80
450	6	3
451	88	1
452	89	68
453	11	72
454	50	88
455	47	6
456	97	56
457	53	29
458	57	55
459	66	40
460	60	86
461	34	88
462	41	63
463	43	87
464	74	43
465	53	66
466	70	63
467	25	33
468	98	14
469	61	70
470	57	61
471	82	45
472	39	1
473	57	71
474	61	22
475	36	52
476	64	30
477	95	57
478	50	38
479	15	25
480	36	39
481	62	92
482	35	58
483	84	22
484	90	28
485	93	67
486	84	59
487	39	25
488	87	13
489	69	7
490	46	82
491	72	36
492	98	20
493	94	22
494	39	32
495	33	62
496	97	36
497	93	15
498	65	83
499	77	65
500	58	3
501	36	1
502	16	78
503	98	79
504	19	26
505	84	91
506	66	93
507	71	41
508	35	7
509	23	40
510	71	35
511	65	68
512	35	51
513	14	87
514	22	63
515	88	78
516	64	95
517	90	2
518	26	71
519	80	48
520	73	47
521	78	43
522	99	72
523	77	54
524	81	60
525	13	84
526	10	54
527	90	23
528	25	51
529	81	48
530	4	22
531	90	12
532	79	62
533	19	93
534	83	30
535	90	81
536	99	10
537	37	97
538	45	65
539	54	25
540	30	70
541	51	57
542	89	58
543	87	88
544	74	8
545	49	8
546	43	9
547	83	72
548	22	37
549	21	5
550	86	60
551	24	13
552	83	67
553	14	38
554	44	64
555	68	82
556	20	76
557	8	19
558	9	47
559	7	61
560	91	48
561	91	69
562	47	90
563	27	13
564	27	12
565	13	94
566	16	66
567	94	13
568	9	75
569	5	46
570	50	60
571	1	47
572	58	65
573	86	71
574	80	1
575	35	54
576	10	49
577	29	20
578	36	69
