1	16	49
2	56	4
3	87	43
4	83	24
5	37	9
6	9	22
7	50	59
8	55	70
9	37	3
10	86	33
11	2	39
12	76	62
13	23	69
14	58	64
15	80	19
16	96	96
17	34	56
18	82	52
19	79	12
20	54	97
21	38	12
22	92	5
23	99	10
24	94	59
25	87	63
26	6	79
27	95	32
28	83	19
29	67	41
30	35	78
31	33	5
32	74	97
33	74	32
34	35	52
35	31	16
36	25	71
37	87	29
38	36	41
39	34	5
40	64	66
41	32	21
42	27	5
43	67	65
44	46	95
45	45	67
46	6	13
47	58	68
48	64	59
49	96	7
50	94	13
51	16	50
52	95	2
53	20	29
54	93	83
55	19	7
56	98	85
57	63	94
58	35	40
59	46	90
60	0	13
61	53	80
62	36	63
63	48	8
64	20	41
65	38	99
66	78	49
67	47	67
68	41	29
69	66	99
70	55	21
71	18	11
72	12	36
73	94	63
74	80	32
75	77	40
76	41	66
77	40	49
78	22	61
79	86	17
80	27	9
81	28	50
82	32	88
83	58	99
84	22	28
85	93	58
86	67	76
87	0	50
88	31	4
89	28	69
90	27	24
91	57	11
92	92	35
93	10	52
94	66	47
95	89	34
96	23	81
97	33	11
98	4	8
99	95	93
100	74	94
101	64	25
102	81	20
103	46	1
104	62	32
105	25	55
106	4	71
107	86	26
108	52	77
109	79	45
110	35	9
111	52	13
112	67	73
113	25	23
114	88	53
115	71	39
116	81	26
117	38	40
118	72	39
119	91	49
120	11	98
121	0	89
122	48	98
123	77	47
124	2	47
125	4	73
126	18	70
127	41	22
128	80	76
129	73	35
130	19	95
131	81	36
132	5	93
133	25	69
134	73	22
135	48	95
136	54	3
137	79	65
138	43	37
139	74	93
140	17	72
141	73	76
142	66	14
143	29	88
144	48	83
145	82	11
146	79	60
147	97	70
148	18	19
149	78	83
150	16	72
151	29	76
152	9	87
153	6	66
154	84	23
155	78	84
156	74	98
157	26	88
158	79	67
159	34	66
160	48	48
161	63	76
162	39	99
163	8	90
164	8	68
165	76	28
166	59	36
167	33	69
168	98	10
169	2	19
170	52	31
171	72	98
172	30	45
173	3	72
174	25	1
175	60	12
176	99	91
177	23	41
178	35	58
179	45	9
180	71	8
181	44	79
182	14	75
183	81	73
184	84	64
185	6	24
186	85	18
187	0	93
188	34	60
189	26	15
190	8	30
191	59	66
192	78	62
193	14	37
194	31	48
195	29	10
196	49	92
197	3	54
198	28	91
199	92	52
200	76	65
201	12	60
202	47	41
203	47	58
204	49	70
205	26	86
206	15	16
207	48	4
208	71	43
209	58	24
210	58	4
211	3	79
212	19	63
213	35	99
